sample_id,caption_a,caption_b,expected,winner_source,image_description,image_uncanny_description
43dffc3a15efd217e6243ba070ec63b5,I miss my mask.,Define fresh.,B,official_winner,"There is a man carrying a garbage can in a restaurant. He is bringing it to a table with another waiter, who is talking to some customers.",A waiter is carrying a garbage can to a table at a restaurant?
58e4172056f6090e26d5124ea81b175e,Last call? You have no idea.,"Actually, I'm here on business.",A,crowd_winner,The grim reaper is at a bar. A man offers him a mug of beer.,The grim reaper is at a bar.
c11186eb0062a894fad87a158d9502a4,That's not what I meant when I said we needed to get Python into our IT department.,"Looks like Sammy wins the ""bring your pet to work"" contest. He ate all of the other entries!",B,crowd_winner,Two men are carrying a huge snake. One man looks at them. This is at an office.,There is a huge snake in an office.
ee4508bbddb9a9fdd5c66bad3ae6a00b,THE St. Francis?,"Is that you, Spicer?",A,crowd_winner,"Two men are sitting on a park bench. One has a book, and the other is covered in birds.",Birds don't normally come that close to humans.
18587aadc61ceac26e55151a9c82532d,It deployed when her carriage rear-ended an ox cart.,It's called 'starch' - it'll never amount to anything,A,official_winner,"Two men stand in a medieval country setting.  Walking past them is a third person, a woman with a large circular object around her neck",It's unusual to see people wearing clothing of such large size around the neck
1dc6b25f81b15b0a71c704a0ad1a5b52,He's searching for a heart.,I’ve gone hayless.,B,official_winner,There are two cowboys sitting atop horses on a dirt road and they are facing one another. The horse on the left is giving an angry look to the horse on the right. The horse on the right is a robot and not a real horse.,The man on the right is sitting on top of a metal robotic horse.
e6d4889e124e390eaa104718329836b3,THE St. Francis?,"Is that you, Spicer?",A,crowd_winner,Two men are on a bench. One man is being attacked by birds. The other man is reading and stares at him.,Birds are covering the man. This is not normal unless the man is covered with food.
02f708a1072bca553e5ff3cdb18ae5b1,Looks like they got a new bouncer.,So this is how the 1% live.,B,crowd_winner,A caveman is sitting in the mouth of his cave. A couple more caveman are standing in a  hole in the ground outside.,People don't normally live in holes.
d6ffc414df15ae1cde5ebd09ecf2388a,Have you tried turning it off and back on again?,The Vice Presidential selection committee is upstairs.,A,crowd_winner,A man experimenting in his lab is interrupted by his butler. He was experimenting on a monstrous man at a table.,It is illegal to do experiments on people without consent.
093828a768aab356ac6268f09c5fbdd9,I hear he forged his death certificate.,"These aren't clouds, they're hot air.",A,official_winner,"Four angels are sitting on clouds and one angel is flying above them. They are all looking at another angel standing on a platform that reads ""vote for"" and he's talking into a microphone. None of the angels listening to the man seem to be very happy.",It's unusual to think of angels having elections where they have to campaign using devices like a microphone and elevated platforms.
208b320ba96b6e82f274a0966740aaf1,Of course it's pretentious- didn't you see the rock he gave her?,Great view? Sure. But I'll wait until somebody invents plumbing.,A,crowd_winner,A caveman couple are waving from below up to a large building/cave with another couple in it. The caveman building is very tall.,Cavemen did not have tall caves like this.
238ba809767ccc679187424202b6b06e,Haven't you got some white-collar criminals to attend to?,I only held up the bank. I think you want the CEO.,A,official_winner,A robber is carrying some money. An angel with a fire sword is about to smite him.,There is an angel with a sword on fire about to attack the robber.
817b530d4823a3f77edecfe66e816615,"Seriously, all you need is a letter from your doctor.",I'll be on my feet again as soon as he gets off the throne,A,official_winner,Two knights are standing guard in a throne room. one is in a hammock put up between two pillars.,A guard shouldn't have a hammock where he's supposed to be standing guard.
ae198bd814b1596d2f07929ac0133404,"At this rate, we'll never get to second base.",I'm trying to see it from your point of view.,B,official_winner,Two giraffes are outside talking. Their necks are all tangled together.,Giraffes don't get tangled up like that.
2efeebefe3e0725cff43b91399f94962,No you can't be called Fido. HE'S Fido.,He said you ate his homework.,B,official_winner,There is a father with a child and a small dog. The dog is dressed up as a child.,There is a dog standing up and wearing clothes. Dogs don't wear clothes.
d359408f1d115abe5bc67eabb9b57329,Act of God. We're not liable.,I sense rumblings in the market.,A,official_winner,Two businessmen are walking along a tiled floor and they see in front of them a large crack in the floor that has people dressed in suits stuck in it. The people are all wide-eyed and shaking. One of the men walking has glasses and his hand in his pocket and doesn't seem surprised while the other man's eyes are bulging in surprise.,It's unusual to see a large crack in a floor of a building but to also have lots of people standing in the crack with their eyes open is very unusual.
63b50674d4bbe6ad2472e67a2d53feb5,"""Thou shan't... Thou shan't..."" It's a little girlie, don't you think?",Dear ... diary ... She's ... finally ... asleep.... Oops.,B,official_winner,A couple are in bed. The man is hammering a plaque. The woman looks angry.,"The man is not using pen and paper to write, but a tablet."
5d07f8c0b9895b9cf9158fc42eb6ecfc,And if you'll agree to drop the divorce proceedings and reconcile I'll throw in a pair of lobsters.,You'll find that a couple of hours in the Cool Whip vat will make you see things in a whole new light.,A,official_winner,Two people are in an office talking to a man. Beside him is a large tank of water.,The tank is out of place in an office.
bfb62c1536f1fe389ac33af726fe1ff7,What I would give for a glass ceiling right about now...,"Son, we finally attracted the fifty-foot-and-over demographic!",B,official_winner,A giant woman is on a building. A man and boy look at her from the building across.,Women are not taller than 10 feet tall.
60f5e1c5b9d0008e8cb591d78ad2c895,"Well, this is bound to be interesting.","Above all, we value restraint.",B,crowd_winner,Two women in straightjackets are talking in an office. One woman is behind a desk.,The women are wearing straightjackets in an office.
2aa3ae2f9385a8656819059bdefbe92f,I'll ride this one all the way to the bank,Anyone have an objection? Please? Anyone?,B,official_winner,There is a priest who holds a Bible and is talking to a marrying couple in front of him. The marrying couple are traditionally dressed but the bride is sitting on top of the grooms shoulders.,It is unusual for a bride to be sitting on top of a groom's shoulders during a marriage ceremony.
e14c5fa841b1b1fcf99e6f7cce9d3dfe,I'm your fairy god plumber.,Psst. I just passed gas. Cloud gas.,A,official_winner,A man is laying in bed. There is a woman on a cloud with a plunger coming toward him.,The lady on the cloud doesn't belong.
6935bb4b13c4cc15a679ba4ac83bbf53,Madge is really going places now that she learned to ride the backs of her male co-workers.,Just five more seconds and you'll break the record set by Tex and Dolly Rosenberg in Accounting.,B,official_winner,Three people are in an office. A boss overlooks two of his employees. A female employee rides a male employee as if the male employee was a rodeo horse. The boss looks off-put.,"In a setting as formal as an office, this type of roughhousing, particularly in front of one's boss, is socially unacceptable, and yet the woman (and possibly the man) is willingly partaking in the act."
60ca1acd62e818a30c237611d1f5a7c2,It's not you. It's November.,You'll be hearing from my lawyer.,A,official_winner,Two leaves with faces on them hang from a tree in autumn.  Below are many fallen leaves already sitting on the ground.  One of the two leaves is beginning to fall from the tree while the other one appears concerned about this,It's unusual to see leaves with human features on them
f4d57b562b0a85b351344e27ba85adeb,"No TV for you, lady.",Happy Anniversary!,B,official_winner,A man is building a brick wall in the center of a family room. A woman looks at it.,There is a man building a brick wall in the middle of a room.
cdd7bbed81f08595de755c6f296969f7,"When you promised I'd be the center of your life, this isn't what I had in mind.",Can't you just ignore the polls on this one and go with your instinct?,B,official_winner,There is a couple in bed naked. A bunch of business people are surrounding the bed working.,The two people sleeping together naked in bed are not supposed to be in a business setting.
79a74297a59727e7a3488f039bf28c89,"Let me guess, you didn't invent the wheel either.","Once they're extinct, we'll take the credit.",A,official_winner,Two cavemen catch a prehistoric reptile doing cave paintings. They look upset while the reptile looks happy.,Reptiles cannot draw because they lack the opposable thumbs to draw.
4a0162403858eb943607dc30ffd388d2,Thank goodness for random patdowns.,And the worst part is this isn't my luggage.,B,official_winner,A man is on an airplane with another man. He is wearing some baggage and a bunch of layers of clothes. The man next to him is getting crushed.,"The man is wearing his baggage, which makes no sense."
f88f3005c57f581fd5cc53d83b48365a,"Good morning, sir, do you have time to answer just a few short questions for our survey?","Carl and Larry had been playing Hide and Seek for twenty years. Finally, it was all over.",A,official_winner,A man chopped down a tree. A man is sticking his head out of the stump and talking to the man with the saw.,"A man was somehow living in the tree stump after it was cut down, which makes no sense."
8ae0d33977a612707b256c2cde424788,"Relax, kid. It's just til the midterms.",The judge ordered a short recess.,B,crowd_winner,"Some people are at a playground. The adults are going down the slides, and one of them is talking to a child.",It would normally be the kids playing on the slides.
539ef5209c0778a57371fc1ac028cd82,Let’s ask him to stay for dinner.,"For the last time, no, I can't open cans.",A,official_winner,"A woman and a large shark are sitting on a desert island, while a man, presumably her husband, is off of the island in the water. The giant shark is looking at the man, as if it's defensively protecting the woman from him. The woman watches on nervously.",The shark being solely interested in the man is odd --- most sharks don't discriminate based on gender.
18c77b606f5f6ad265cb5801ff3fca11,This is not the White House. So don't even think about it.,You’ve been randomly selected for additional screening.,B,official_winner,A man is in heaven. He's speaking to Saint Peter.,The gates have barbed wire on them.
90cc6951a1b94328917a84f810e26353,You won't need the loveseat.,"Well I have to go, my ride is here.",B,official_winner,There are three moving service male employees in uniform and one woman in a living room. Two of the employees are moving a couch through the front door while the third is sitting in a recliner. The woman is facing him and is talking.,It is unusual for a mover to be resting in a recliner while is fellow employees continue working.
1e26fe712efea0f85e65f26a1cbc0229,I am Spartacab.,"Shirley, you joust?",A,official_winner,A horse drawn carriage is parked in front of a modern vehicle. There is a man in old armor having a conversation with a woman in normal clothes near the carriage. He is pointing at the carriage.,Horse drawn carriages are not common in today's time.
40f3a4218c384120dcc7829bbf71e332,There's a sub teaching physics class toady.,I told you those humane traps never really work.,B,official_winner,Two people are walking down a hallway. They're surrounded by children.,The children are walking on the walls and ceilings.
23d248dd26f8385aebe30e90caa96300,I just don't care that much about Medicare anymore.,I suppose up here we have to take him at his word.,A,official_winner,Angels are sitting around on clouds. Another angel is on a podium telling others to vote for him.,We usually do not think of elections being held in heavan when we think of angels.
c0745efb7b4e1af1ba433145e1d7f64b,I just don't care that much about Medicare anymore.,I suppose up here we have to take him at his word.,A,official_winner,Some angels are sitting on a cloud. There is a politician angel campaigning on a pulpit.,There is a pulpit in heaven.
439b58bf9af19c8031f584cfab790ba0,Did you see the rock he gave her.,How many more Jonas Brothers are there?,A,crowd_winner,A wedding is going on. It is between some Vikings wearing armor and carrying swords and spears. The bridesmaids are chatting about it.,There are Vikings getting married. Vikings did not have Christian weddings.
3ccd52c67f60c7fe790833598e266296,"Well, it suits you better than the president costume.","I'm all outta seltzer, but I do have a 1984 Pellegrino.",A,crowd_winner,A clown is sitting at a bar.  A bartender is facing him.,One normally doesn't find clowns in full makeup at a bar
07a4d61a15b0b541883ce50f5a2c8c00,The rear-facing camera let's him know I'm here.,Your child is probably going to be a huge loser.,A,official_winner,"On a city street corner, there is a man and a woman talking to each other while they wait for the light to change so they can cross the street. The man is pushing a crib with a baby inside it. The woman is holding on to the handle of a crib with a baby that's on four over-sized monster tires.","It's unusual to see a baby crib on top of tires, monster or otherwise."
1de128b8c88ea88acc4ebfa3ebbf8aaf,American car companies just can't make a decent hybrid.,I told you these would come in handy sometime.,A,official_winner,Two people are in the car using paddles. They are rowing like they are in a boat.,rowing is for boats. To drive a car you need to press the gas.
8b4cb02785627ff4c6a56dea0fd1818a,You don't have to tell me it's a vanishing breed.,I still think you paid too much for that saddle.,A,official_winner,A cowboy is on a horse. He looks angrily at another cowboy on a saddle. The saddle is in midair and not on a horse.,There is a cowboy on a saddle in midair with no horse.
bcb2e3fd3d0b700d895d297299d780b4,Grounds still warm . . .,Follow the plastic,A,official_winner,"There are two cowboys on horses in the desert. One cowboy is talking while the other watches him. In the foreground there are remnants of a campsite with a fire still burning next to a cappuccino machine, coffee cups and pitcher.",It is unusual for anyone who is camping to bring a large cappuccino machine.
5d46c1b2f0064bbc65840fc2f95e73d4,Of course it's pretentious- didn't you see the rock he gave her?,Great view? Sure. But I'll wait until somebody invents plumbing.,A,crowd_winner,A caveman couple walk by a tower to see people they recognize. The cavewoman waves at her friend who waves back. The men are expressionless about the encounter.,The tower is taller than the average height building for its time.
5b3687ed0401ee6801dd875117c23630,I'm struggling to see how all this fits together.,"I got her to open up, but now she's beside herself.",B,crowd_winner,"There is a woman wearing a badge, with her arms at her side, and an irritated expression, staring down at a seated scraggly-groomed man wearing a shirt and tie as well as the same badge. The man appears to be talking. On a table beside him is a microphone. In a large window behind him is a serious of decreasingly smaller dolls, in what's implied to be a criminal identification setup.",It's unusual to see a series of dolls being featured as the suspects in a crime.
258f28ff6a85edf876038f800f0d148c,"Son, one day all this will be yours. Except her.",I always wondered how they got the cars into the showroom!,A,official_winner,A man and his son are looking out a window. A huge woman in a dress is creating havoc and carrying a car.,There is a giant woman in a dress outside carrying a car.
9a8efae2e2dd277f696db655fdd64e1b,"You put your right foot back and your left foot out, bend your elbows and shovel all about ...","Remember when you said, 'WE spent a tough ten hours in labor?"" Well, now WE'RE shoveling the snow.",B,crowd_winner,A man is shoveling snow as a woman plays guitar. The man seems mildly annoyed but the woman looks happy.,It is unusual for someone to play guitar outside while someone is shoveling snow.
14f3ae4a2a70d21b8fb7a1e251535f10,We always take him along with us.,There may be some lingering resentment.,B,official_winner,Two men are standing in front of a fireplace with a mounted fish hanging above it. One of the men seems to have been bitten by the fish and his arm is in the fishes mouth.,It is strange the fish is biting the man's arm since mounted fish are not alive.
e85c643390f8a0182b3cf841fe4821fb,"Your x-rays show . . . well, you already know.","I may play God, but I don't wear a cape.",A,official_winner,"A doctor is examining Superman. Superman is showing his costume, but still wearing glasses.","Superman is being checked out by a doctor, which makes no sense since Superman is strong."
9acb0023d7ed89d59efc275e34652948,"Wait, did they say 'take the man and leave' or 'take the man and leaves?'",No wonder they can't balance a budget; they burn all their money.,A,crowd_winner,A man is raking leaves. A UFO comes by and beams up the leaves.,There is a UFO beaming up leaves. UFOs would not help the man like this.
1b789652054a1912a651409d8e9f38ce,Really?! Kiss me.,The round table is set.,B,official_winner,A knight is in a kitchen. A man wearing an apron is cooking on the stove and making a huge mess. He stares at the knight.,There is a medieval knight in a modern kitchen.
725aa9f1bfac18c0c3a23dcac62d2b55,I told you I had a good attorney.,So when are you two taking the plunge?,B,official_winner,A party is going on. A woman in a dress with wine is talking to a couple. The couple is tied up and their feet are in buckets.,There are people tied up at a party.
0307c4de0f0ad71da3cbf1a11b8becfd,we are not in a court room anymore....,"As a weasel, I need your vote.",B,official_winner,The President and secret service are in the middle of a forest. The President is talking. The animals of the forest are listening.,There are politicians in the middle of a forest giving a speech.
e27f08bac3777f88db383021b228fea0,Haven't you got some white-collar criminals to attend to?,I only held up the bank. I think you want the CEO.,A,official_winner,The angel of death is descending from heaven. He is coming across a crook with a stolen bag of money.,You don't see angels even if you believe in them.
149f1b10692c1b9b453be1bcd943b4c8,Your profile page made you seem a lot ... taller?,I don't want to hear again about the one that got away.,B,official_winner,"A man and mermaid are sitting in a living room area with a coffee table, lamp, some paintings on the wall. The mermaid is naked from the top up with a fish tail being her waist down and is sitting in a chair. The man is sitting in normal human clothes (sweater and long pants) and is sitting on the couch across from the mermaid. The mermaid appears to be saying something with a worried look on her face to which the man is listening  and also has a worried look on his face.",A mermaid is a mythical creature that lives in the sea so seeing her/one sitting in the middle of a traditional living room setting in modern times is unusual.
c99c480ba50162914eda0cf6c328d9be,Our chef trained at the Paris Metro.,The usual for you and Mrs. Zizmore?,A,crowd_winner,A couple is having a dinner in the middle of a subway station platform. A waiter waits for their order while everyone else ignores them.,People do not eat in the middle of a subway station. It would cause an accident.
f31bc13e7f7c8d2d6343fb27936695ea,Please hold your applause—there are eighteen more minutes of this.,And at times my fieldwork has required me to travel incognito.,A,official_winner,A man is giving a TED talk to the audience. He has a picture on the wall of himself in lingerie.,The picture seems inappropriate for this kind of setting.
9b920e8af5cdfb472aec85f8244ba2a3,I don't know why you're so jolly—your cholesterol is through the roof.,i think we'll just skip the rectal exam today if that's okay with you.,A,official_winner,A doctor is sitting in his office and a giant arm is reaching in. The doctor is checking his pulse.,No one is that huge that they would have an arm like that.
d99a30b573eee99d63306a08a12688eb,I just think it sends the wrong message.,We're definitely in the same boat,A,official_winner,"A sailor hoists up multiple flags, each one showing an emoji. The other sailor looks on with a thoughtful look on his face.",Sailors in the navy do not use emojis as the design for their flags because it would look ridiculous.
8417a02c110e7cea5a156b9ee9694ec2,"Sorry, boy, but you know how it is with them peel 'n’ eat shrimp.",I guess I shouldn't have stayed through that second showing of Avatar.,A,official_winner,A cowboy sheriff is talking to a horse that is a skeleton. The horse is clearly dead but tied up to the pole outside the saloon.,The horse is a skeleton and is not supposed to be alive.
0870f444b14cd720c46be7228a784348,"I'm not sure who built this, but I'll bet that it wasn't the British.",Believe me . . . it's what's UNDER the ground that's most interesting.,B,official_winner,Two explorers are in a field. They are looking at a bunch of Easter Island head statues.,The statues do not have the same expression as the real life statues.
b007aafbf1e8d63de0aa42a741b5dec4,All they care about anymore is productivity.,"That's strange—some of my twigs are missing, too.",B,official_winner,"Some people are working in an office. There is a bird in the cubicle in the middle, sitting on a nest.",The bird is gigantic and way bigger than anything else.
4d24748aa6570aad09918001ea22d91b,You don't need a suit -- you're only seven. He's forty-nine.,But you can't wear a dog collar -- we're Presbyterian.,A,crowd_winner,There is a man in a t-shirt and jeans who is holding hands with his son on the left and a dog wearing human clothes on the right. The dog is standing straight up and looking at the little boy who looks angry. The man is talking to the little boy.,It is unusual that a man is holding hands with a dog who is wearing clothes and walking upright.
86f14c958d0c419388037b8a6669e003,Wait'll the kids hear we're gonna have our own reality show!,What kind of neanderthal uses vodka instead of gin?,B,official_winner,A cave couple is inside of a gave by a fire while a man in a suit smokes his cigar. The man also has a drink and a table next to his chair.,The man in the suit looks to be from a different time period way after the cavemen era.
5a2333775f79c1ed1e6c6bf9ce2fed08,I'm not a bad boy anymore; I'm a changed man.,He went right from crawling to stand-up!,B,crowd_winner,Two parents are looking in on their baby. The baby is in the crib and has a mic set up next to it.,"Babies don't have the cognizance to sing or speak into a mic, which shouldn't be in a baby's room to begin with."
0a4e57376ab6475a37d98a845692243b,"No, no, no! I said FROMAGE",It's curb to table.,B,official_winner,"There is a man carrying a garbage can in a restaurant. He is bringing it to a table with another waiter, who is talking to some customers.",A waiter is carrying a garbage can to a table at a restaurant?
8d722c8e4711e55ec4479ac9bc3f4e95,"I know it looks painful, but it really helps my anxiety.",Someone came to school with humans. Now we've all got them.,B,crowd_winner,Two woolly mammoths are talking in a cave. One of them has cavemen on top in a battle.,Cavemen are battling on top of a mammoth.
0e6f1d495a0d0ec7ddf8491952bc25cd,"Good, Human Resources is here.","Shall we skip straight to dessert, then?",A,official_winner,Aliens are having a meeting inside a room with a man as a host. The aliens look to be from different homes and planets.,Aliens are unusual for people on earth.
12226c2a6afb677eaa440cdc4276ee3c,He's really gone out on a limb with his new blues club,That's what happens when you make a nest with bluegrass.,B,crowd_winner,Two explorers are observing a tree. A bird is sitting in a nest playing music.,The bird is dressed like a man and playing music.
fe83e14775435dba94707a6bb4ab4c0a,I can't wait to see what he will drag in for the next office pot luck.,"Sir, you should probably assume your human form for the shareholders meeting.",B,official_winner,Two men are carrying a big snake into a building. Another man approaches them with a paper in his hand.,Snakes don't get that big.
dc702684cd3d7d2fd52f6575eee4d32a,See any Lifesavers?,Let's just call GrubHub.,A,crowd_winner,There are two tiny deserted islands in the ocean. In the foreground on one island two stranded men are sitting next to a palm tree and one man is talking to the other. Both men are eyeing the other island which is littered with giant candies and pastries which stick out of the sand.,It is unusual for an island to be covered with giant candies and pastries.
ea18e22bb0a3918dea51483cec6e81e8,Can we stop talking about him?,It's your metaphor. You feed it!,B,official_winner,A man and a woman are facing each other in a chair. An elephant is in the room next to them.,Elephants don't live inside houses.
11a15fab1297280acea82b9155af5ce3,The elevator with the drums is way worse.,Don't worry. We know how to conduct ourselves.,B,official_winner,A man is waiting for the elevator in a building. Two men with big tubas are getting off.,Nothing really seems out of place.
64741e88745324f7fc00ce5c65b5892d,Why am I always the one who needs to change?,And how long have you felt like a wallflower?,A,crowd_winner,A psychiatrist is taking notes in his office. There is a lizard facing him on the couch.,The lizard is enormous.
2954eba948817f343a14f5f3b91269c1,Getting the interview is the easy part.,Let's just say I thought I had one wish left.,B,official_winner,Two businessmen are walking down the street. One has horns like a demon.,There is a demon man walking the street.
ed36d575dc42924aaf2caa75d59cde99,"4 horsepower, biofuel, gets 20 leagues to the gallup",You can tell the judge why you were doing CX in a XXV.,B,official_winner,"One a sidewalk in a city stands both a woman and a man, the latter being dressed like a Roman Centurion.  There is a car and a chariot parked on the side of the road next to the two people",It's unusual to see a Centurion plus a horse-drawn chariot on a city street
b4638f17be0b3ebcd4b98bc0dc0708e9,"Oh sure, when a MAN does it, suddenly it's such a big deal!",And to think they said we couldn't have kids past 40.,A,crowd_winner,Two women are sitting on a couch in a living room. A man is sitting nearby on top of an egg.,There is a huge egg being used as a chair.
1fb0fe4ac4d0cbba0c4e65de8f405533,Bet you can't guess where my pet monkey's hiding.,"What's more important, youthful hair or F.D.A. approval?",B,official_winner,Two men sit in a bar with drinks on the counter. The man on the right appears to have a furry tail.,The men on the right appears to have a tail which is furry.
6aefd343e4444158bd04fd756365b140,He's been on that same story for hours. I'm beginning to think he can't read.,"Your mother says you turned into a pest when you got out of college, too.",A,official_winner,Two people are looking into a room. They're discussing a rat reading the newspaper in their chair.,The rat is huge and able to read.
20e50bf63d63cd3cfc7d45d172440435,The ratatouille is good today. I am the owner and I approve this message.,"No, I don't know what wine would complement a peanut butter and jelly sandwich.",A,official_winner,A man is speaking in a hotel room with bunch of dining tables. A lady is sitting in front of him at the closest table and reading through a menu. Man appears to be bit confused.,A podium in the dining area seems unusual.
40cc69de411a250db24d64623fce23ed,We’re now emphasizing less cruel and more unusual.,Until I filed the glove with metal it took seven days.,A,official_winner,The executioner is using a punching boxing glove instead of a sharp blade for the guillotine. The man next to him is not pleased.,A boxing glove is a less lethal way of hurting someone so using it is pointless in an execution.
b6eb3ef7fb730d6d0567996401f9e69a,Its really a matter of perspective.,We'll never get to sleep tonight.,B,official_winner,People small enough to fit inside a cup of tea are about to drown. They are on a ship that is sinking inside the tea.,People are not small enough to be inside a cup of tea.
970cef4db69bd2f5ad564b05690bd896,The Executive Order requires us to make everyone's hands look small.,"If you'd like, I can have the sommelier drag over the wine list.",B,crowd_winner,A man is sitting at the table in a restaurant reading a menu. A waiter is chatting with him and getting his order.,The menu is gigantic.
45ac1e99683ddb72103884abe2a7cced,Are you really ready to start a new life?,Which finger do I use for Aliens?,B,official_winner,There is a spaceship tailing a car driving on the road. The spaceship has on five beamer lights pointing to the road and car below.,It is unusual for a spaceship to be seen on earth.
38274dfcb3593d33899098ebbe683630,"It's impressive, but I think his FBI Director still tops it.","Strangely enough, you are the first person to ask about the clock.",B,crowd_winner,Three people are looking at animal heads on a wall. One of them is a unicorn.,A unicorn head wouldn't be on a wall because they don't exist.
161493e20b63261c1900ffb121595216,It gets 60 miles on a singe charge.,Nothin’ like the smell of a new horse.,B,official_winner,There is a cowboy on a real horse. There is another cowboy on a mechanical horse. They are talking to each other.,Mechanical horses do not exist and could not exist back then.
c6ac44ee0f43c77126bfeff5619afede,It's no use trying to talk me up.,Excuse me—does this joke need a lawyer?,B,official_winner,"A policeman, priest, and firefighter are standing on the ledge of a building downtown in a city. A man emerges from a nearby window to speak with them.","This group of people normally doesn't hang out together, let alone on the side of a building. The fact that there are three of them alludes to ""three X walk into a bar"" jokes."
c904daa50111d8a1b2750da75211c032,The GPS says the TV remote is 3 feet to your left.,"Well, I think we did more than scratch the surface today",B,crowd_winner,A therapist sits in a chair in their office. They are holding a pen and notepad and are looking at a woman who is in the middle of digging a hole in the floor.,A therapist office is usually in an office building with a concrete or wood floor so it's unusual to see a person digging a hole in the middle of the office and a therapist taking notes like it's normal.
bcfd5a9a67b282b6bcc1f9814e6dddbe,Ask if they deliver.,So much for Meals on Wheels.,A,crowd_winner,A man and woman are relaxing in their living room on the couch. The woman is reading a book and the man is watching TV. In the corner of the room there is a food truck with a man working inside of it.,There is a food truck in the middle of someones home rather than being out on the street where more people are.
dee0ebfd2a3d75c2eb4e05e534a08821,"No TV for you, lady.",Happy Anniversary!,B,official_winner,"A woman is inside of a house. Half the wall between rooms is missing, and a man is working on it from the other side.",A wall is being taken down for no reason.
2cb89ede2e19e055e47dbeb6327036db,It must be a mirage. I see New York City.,His parents never picked him up.,B,official_winner,An adult man is in a kid's sandbox. He looks drunk. Two boys stare at him.,There is an adult man in a sandbox for kids. Sandboxes are for kids.
480c25abf7e59ded5bcf5b310b36b8a5,I love it when the shirts turn plaid.,"Actually, I wish I had their legs.",A,official_winner,A couple is hugging and walking together. Two happy trees look at them. It is fall.,The trees are alive and happy. Trees don't smile.
2039356f8230a49b53b7904a01bf4ffe,"Bob, we're not in Kansas anymore.",You're such a light sleeper.,B,official_winner,"A man and woman are in the bedroom with the woman on the bed and the man on the ceiling. The woman is looking at the man on the ceiling, who is in a resting position as if he were in the bed with her.",A man cannot defy the laws of gravity and sleep up on the ceiling without falling down.
58b35899cd34f6ddfea10735378c502e,It looks like Ted is out of gumballs...meeting adjourned.,Those prosthetic heads are getting better and better with each war.,A,official_winner,People are having a meeting with paper in front of them. One of the people has a light bulb for a head.,It is abnormal to have a lightbulbe for a head.
75b4afcbf7f21eaed09280804756326d,I have to lose twenty pounds by Miami.,Help me get under the seat for takeoff.,B,official_winner,A kid is in a robot suit with multiple hats on. He is making it uncomfortable for the passenger sitting next to him.,Having a robot suit is uncomfortable to wear and causes space issues in a flight.
2af0714c726995920e9e7ea1dbb04f94,Do you struggle endlessly through here often?,Sisyphus' Sauvignon was a genius branding idea!,A,official_winner,A man is pushing a boulder uphill. He's passing a woman at a table who is having a drink.,The woman is in the wrong time period.
4b499281d413cc6794673e00823f891d,"Actually, I'm not crazy about long walks on the beach.","Appearing to be ""male"" is everything it is cracked up to be.",A,official_winner,"A man and a woman are sitting on bars stools at a bar, sharing a drink. The man is in a formal suit, and wearing a pair of high heels.",It's still quite odd to see someone who appears to identify as male wearing a pair of high heels in public.
7efacdb788cfc327d9ea0f1cede29fd9,We have observed you in the barn. So many questions.,You can't volunteer to be abducted after November.,A,crowd_winner,A farmer is greeting a spaceman. They are at the door to a UFO. It is on a farm.,Spacemen are not real and neither are UFOs.
cc4a2c9a956b98cf387f5e061787fde6,Now let's you and I and Rocco talk about my fee,That rash will need constant monitoring.,B,official_winner,A stranger in a trench coat and fedora hat stands besides a doctor. The stranger is acting suspicious but no one is looking at him.,The stranger is in the middle of a private meeting between patient and doctor.
bb6512b42cc5a40559baa7ece43a37bc,It's not a grill problem; it's a chicken problem.,I dunno. Marvin is poaching his. We'll see.,A,crowd_winner,A caveman is BBQing a huge chicken leg. A caveman woman and son look at him.,The chicken leg is huge. They are not that huge.
670c83082dde3f08309052972117517b,"While you make that, I'll make a run for it.",They can't be any worse than the ones life gave us.,B,official_winner,A grim reaper is giving lemons to a couple. The man is talking to a woman.,The grim reaper is giving food to people. He normally just kills people.
2f1fb98af71a21cafcada1caea3b8365,"A better question is, why aren't YOU wearing a mask?",I think my family is beginning to suspect we're stalling.,A,crowd_winner,A man in a messy kitchen is cooking from a pot but is then interrupted by someone in knight armor. Everything is a mess. food is spilling everywhere.,People do not wear knight armor in the kitchen. Knight armor is incredibly rare to find and have the right size to wear.
9ab489396c5eb6cb95514337a8cb048e,"Sir, you chose wonderfully, they'll never know until it's too late.","This is more practical for work, but the zebra is just so fun.",B,official_winner,"A wolf is in a clothing shop. All the clothes are skins of other animals, and an attendant holds some of them while the wolf tries on a sheep's skin.","There is a wolf in a shop, and the clothes are skins of animals rather than regular clothes."
a5b0df36692b8fe50386f508c1e94725,I've read in a lot of places that hydroxychloroquine will make it better.,"I don't know who was playing it, but he brought the House Down.",B,crowd_winner,A man a woman look up at the front of their house to see a piano dropped on top of it. They property and the piano are completely destroyed.,It is virtually impossible to have a grand piano that is as big and massive as a house. It is also improbable to even fall out of the sky and crash down into a house.
53d1c05f72cf1e9662844deeb43bed0d,This is what we get for walking down a dark alley before 5 p.m.,Can you blame them? Their SNAP benefits were discontinued.,A,official_winner,There are two couple standing outside on the street. One couple is middle aged and the other is an elderly couple. The older man is pointing a  gun at the younger couple.,An average looking elderly man is robbing a couple at gunpoint.
