sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
559a1ceb19266f6efa77734f8fa92a24,NYCC train 559a1ceb19266f6efa77734f8fa92a24,...and then a lightbulb went on over my head.,Any place you'd like me to lick for you?,Joke B,crowd_winner,Two dogs are barking at one another. Both are wearing cones that stop them from scratching.,"The cone on one of the dogs is facing the wrong way, rendering it ineffective."
693c648d78aaf6f64d796b71dc095880,NYCC train 693c648d78aaf6f64d796b71dc095880,You should probably pass if they offer stock options.,He doesn't think our New Yorker cartoons are funny.,Joke A,official_winner,"Several people are walking through the lobby of an office building. On one side of the office a man is restrained in the stocks, possibly as some type of punishment.",A man is being restrained in a way that has not been used for hundreds of years and it is happening in a modern environment.
287d8b8c0fa2f06853960e0d5c679779,NYCC train 287d8b8c0fa2f06853960e0d5c679779,Food photography has gotten to be so competitive.,"I'm glad you chose a quiet place for our first date, Greg.",Joke A,official_winner,A waiter runs past a bunch of paparazzi to get inside with a pie of pizza. A couple sits together in the restaurant ignoring the commotion.,Paparazzi do not care about people delivering pizzas.
95a7496d4057651370dfcbf3928c2a81,NYCC train 95a7496d4057651370dfcbf3928c2a81,I knew we shouldn't have moved next door to Mount Rushmore.,That's it. I'm returning those narciscissors today!,Joke B,official_winner,A woman is looking out the window. A gardener is making shrub sculptures in the yard.,All the sculptures are of naked men.
fd04e7c92755d65015986fb6d1e0af65,NYCC train fd04e7c92755d65015986fb6d1e0af65,You don't want to know how I heat it...,"This way, it's a business trip",Joke B,crowd_winner,"A large group of diverse people are sitting in the middle aisle seats of a plain. A blonde woman with a laptop on her lap is looking to her left at a man wearing a chef's hat and uniform, throwing pizza dough into the air.","It's unusual to see someone kneading pizza dough, throwing it up in the air, on an airplane.  TSA would likely have confiscated their dough."
3f763fc3e51372b4359a3e9f2466bba5,NYCC train 3f763fc3e51372b4359a3e9f2466bba5,"You know this is a smoke-free zone, right?",I'm sorry I said you had small hands.,Joke B,official_winner,A dragon is fighting a soldier with a sword. The dragon is breathing fire.,"The dragon is using a sword to fight. Dragons don't use swords, but breathe fire."
1694b0372bdb4fa55732ae3bd1b15bd3,NYCC train 1694b0372bdb4fa55732ae3bd1b15bd3,"Call me ""evil,"" but someone ate garlic for lunch.",I wish they would just go back to tapping our phone lines.,Joke B,official_winner,There are five people sitting around the table in a board room. Outside there is a huge monster looking in and showing its teeth. The people are frightened.,There is a monster outside the office window.
1cfc71cdf43d20aa0c538732651c43c1,NYCC train 1cfc71cdf43d20aa0c538732651c43c1,Robin totalled the Batmobile—again!,Hillary Clinton was already taken.,Joke A,official_winner,A man is reading a newspaper on the subway. A man in a superhero costume is yelling at him.,There is a man in a superhero costume on the subway.
117bc10e643ab645b3a6e08aa83cbfe9,NYCC train 117bc10e643ab645b3a6e08aa83cbfe9,Have you always felt like a victim?,The new rate takes effect next week.,Joke A,official_winner,A man is sitting in an easy chair. Behind him is a black bed.,The bed has a chalk outline in it.
484dbf78856ecc13b7b3b3c1df8df00d,NYCC train 484dbf78856ecc13b7b3b3c1df8df00d,Would you like to invest in my startup?,No one wears their cone like that anymore Dad,Joke B,crowd_winner,Two dogs are standing up and looking at one another. One dog has a cone around its head in the proper way while the other dog is wearing their cone backwards. One dog looks a little confused while the other seems happy.,One of the dogs is wearing a cone backwards so it's not functioning the way that it is supposed to.
76c94c009cb490c673f23b340791e284,NYCC train 76c94c009cb490c673f23b340791e284,And they say life can't exist in a vacuum.,I knew we should have showered this morning.,Joke A,official_winner,A large canister vacuum cleaner is floating in the sky outside and is being piloted by two alien figures. The hose attachment of the vacuum is shaking as if it's engaged and pointed at two people and their dog who are walking on a sidewalk. The people look shocked and the dog is barking.,It's unusual to see a vacuum be so large and flying in the sky as well as being piloted by aliens.
271e122268ffcfbcd53277bb132f62f1,NYCC train 271e122268ffcfbcd53277bb132f62f1,"Even if we do offer them ""s'mortgages,"" I still think we're going to jail.","Next, Jenkins, I expect a ghost story. On my desk at 3 P.M. sharp.",Joke B,official_winner,Four people dressed in business suits stand at the end of a conference table holding sticks with marshmallows on the ends. There is a fire engulfing the end of the table and the people are roasting their marshmallows over the fire.,It's unusual for an outdoor activity like roasting marshmallows to be done inside. It's more unusual to do this activity in a business conference room and to use the conference table as the source for the fire.
16b3d453245b0c0a9f07f0e59ea1702d,NYCC train 16b3d453245b0c0a9f07f0e59ea1702d,Can I try your glasses for a sec ?,I wish we'd noticed that before eating Bob.,Joke B,crowd_winner,Two men are stuck on a tiny island. They're observing another island a short distance away.,The other island has giant sweets on it.
af78aa8391905b75fac6b2b537a38cfe,NYCC train af78aa8391905b75fac6b2b537a38cfe,It'll never sell -- totally derivative.,"He did my summer cave in Lascaux, too.",Joke B,crowd_winner,A dinosaur is drawing horses and cavemen on the cave wall. Two cavemen look at him and talk.,Dinosaurs are not smart enough to do cave drawings.
6c80e0891f79ee13fd0b9be61f8781e3,NYCC train 6c80e0891f79ee13fd0b9be61f8781e3,Mind if I jump in?,I miss Powerpoint.,Joke A,official_winner,A bunch of executives are around a board room table. Another man in a suit is doing a cannonball onto the table.,The man is cannonballing like he is at a pool.
6414e74fc3b662cd01f1ba3cb30c4e99,NYCC train 6414e74fc3b662cd01f1ba3cb30c4e99,Can we stop talking about him?,It's your metaphor. You feed it!,Joke B,official_winner,Two people are in the room together. They are ignoring a large elephant in the room.,No one would ignore a large animal like an elephant in the room.
771a68d47feae8931689e8801d26d7fd,NYCC train 771a68d47feae8931689e8801d26d7fd,Then quit making the meetings so early.,"You're on the wrong side of my bed, Bob.",Joke A,crowd_winner,"A man is sitting upright in a bed. He is wearing a business suit, carrying a briefcase, and has a coffee. A man looks at him angrily.","The bed is upright, which is weird, and the man is wearing a suit in bed."
2d00697543c6453c9b3b9c1f8290b95f,NYCC train 2d00697543c6453c9b3b9c1f8290b95f,"The impotence, that feeling of being out of control when you find yourself parallel parking against your will, probably started when you were being assembled.",And another thing that exhausts me . . . I've overheard others chortle that I'm cute and all but I really resent being told what to do at every turn.,Joke A,crowd_winner,There is a therapist talking to an electric car. The car is small and has a face.,There is a car in a therapist's office. Cars belong outside.
b57d8f8feb895ae21f475f0ebea8b3dc,NYCC train b57d8f8feb895ae21f475f0ebea8b3dc,Call the broker and lower the offer.,"Well, you'll be a monkey's uncle.",Joke B,official_winner,"Tarzan and his wife, Jane, are on some branches in a vine-covered tree. Jane is pregnant and seated, while tarzan has a knife on his waistbelt. They both look left towards something that isn't pictured.","The fact that they are both looking the same direction suggests that there is something they both see, but it's not clear what it is. Also, Jane's pregnancy suggests that they might be trying to protect her."
5976824a22a1a7f48679c6f4710aa271,NYCC train 5976824a22a1a7f48679c6f4710aa271,Yeah? Well I'm also a fish out of Scotch.,How did you know I wanted to open a tab?,Joke A,crowd_winner,"A bald bartender with an impressive mustache is behind the counter of a well-stocked bar.  An anthropomorphic fish, as tall as the man, is seated on one of the bar stools, with six finished shot glasses in front of it. The fish is gesturing towards the bartender for another round.","It's unusual to see a fish in a bar seated on the stools. It's uncanny to see a fish the size of a full grown man.  Finally, it's very odd to see a fish consuming any amount of whiskey."
900b703f1f130d38eba42ddbc2f6a18e,NYCC train 900b703f1f130d38eba42ddbc2f6a18e,Shaken not stirred,Best farm-to-table in town.,Joke B,crowd_winner,A couple is at a table in a restaurant. There is a trough on the table and a farmer is pouring slop into it.,"Slop, farmers, and troughs are not for restaurants."
374acb1a91ea6be1b5981aca3be290b9,NYCC train 374acb1a91ea6be1b5981aca3be290b9,"Well, the good news is I finally got the monkey off my back.",I want something that doesn't make me look so hen-pecked.,Joke A,crowd_winner,A man walks into a barbershop with a bird in his hair. The barber looks perplexed at the situation.,Birds do not nest in people's hair but some people's hair resemble a bird's nest.
f3997ec72339b077e3bd9b7ea35900aa,NYCC train f3997ec72339b077e3bd9b7ea35900aa,The operation went well—you're one tough cookie.,We don't usually see this at this time of the year.,Joke A,crowd_winner,There is a gingerbread man in bed at a hospital. He is huge. He is surrounded by a doctor along with bakers.,There is a human-sized gingerbread man in a bed at a hospital.
163aa09390357b10d15cd7f0efe3905b,NYCC train 163aa09390357b10d15cd7f0efe3905b,"No, the meeting isn't over. That was just the introduction.",Some of you may be aware that I have been taking piano lessons.,Joke B,official_winner,An office meeting is being held in a room in a high rise. The leader is giving a speech on a microphone but the desk he and his colleagues are using is the top of a grand piano.,"While a grand piano is a hard surface where many things can be done, it is never the case to actually use it as a table."
a19f62ef7382bf25ea0af78393fcfba5,NYCC train a19f62ef7382bf25ea0af78393fcfba5,"Let me guess, Casual Friday the 13th?","No, you can't have your old room back.",Joke A,official_winner,The grim reaper is wearing a hoodie and has come to a woman's door. The woman is shocked to see him.,The grim reaper is wearing a hoodie and pants. Normally he wears a black outfit.
7f6668c20eec235e57e428d313a0cd1b,NYCC train 7f6668c20eec235e57e428d313a0cd1b,"Be careful, the one behind us is unabridged.",Dickens really knew how to make books come alive.,Joke A,crowd_winner,A group of large books surround a couple of people.The people are scared and the largest book is very menacing.,Books are not large and they don't have faces.
1e4ba806ae0d53646f8fc2c0d6a96b06,NYCC train 1e4ba806ae0d53646f8fc2c0d6a96b06,I didn't think the decision was that earth shattering.,This is what I get for convicting the janitor.,Joke B,official_winner,"An angry/upset judge sits in his chair overlooking his courtroom which has been completely destroyed. Tables, desks, shelves, chairs are all thrown around and laying upside down or on their sides.",Courtrooms are known for their order so it's unusual to see a judge presiding over such a chaotic scene of a destroyed courtroom.
4db52a4183851791cf90d76e36e591b9,NYCC train 4db52a4183851791cf90d76e36e591b9,I shouldn't be telling you this but I saw her last week on a different cake.,"One side makes you taller, the other, you're taking out the garbage.",Joke A,crowd_winner,There is a man in a tuxedo who is frowning while looking at a cake which is topped with figurines of a marrying couple. The cake also shows a face on the bottom tier which is looking at the man and talking.,It is unusual for a cake to have a face on the side which can talk.
e684df3002cae5ca51427787b7df522e,NYCC train e684df3002cae5ca51427787b7df522e,He volunteers for Meals On Wheel,Try to look surprised.,Joke B,official_winner,"Two women are visiting with each other in a small, tidy living room and drinking tea.  Seen through an archway is a man holding a hammer and looking intently at stone wheel that's as tall and wide as he is.",It's unusual for someone to chisel a large stone wheel in their foyer.
1dd9a8d23b38f156d213ebe5b0a19cc0,NYCC train 1dd9a8d23b38f156d213ebe5b0a19cc0,I never bought the Atkins diet either.,How about Little Italy for dessert?,Joke B,official_winner,Two dinosaurs are devouring a city. One is gobbling up a building.,Dinosaurs do not exist in modern times.
bc739edb17a592ba489a89b105f103a6,NYCC train bc739edb17a592ba489a89b105f103a6,"I have to say, I'm not a big fan of cloud computing.",The kid with the gameboy only got a warning.,Joke A,official_winner,"A man in a suit, possibly D. B. Cooper, is parachuting. His briefcase of money is open, as money flies everywhere. He's on a phone call and typing on his laptop as if he's working.",It would be quite odd for someone to need to take a business call so urgent that it disrupts their parachute robbery. Their work is so distracting that they can't even complete their heist without checking their work.
c3c20f600e559b9ac3cde78c23cf122b,NYCC train c3c20f600e559b9ac3cde78c23cf122b,They tell me your family has been doing lab work for generations.,"Well, this is an unexpected result, especially since you're wearing a tie.",Joke A,official_winner,"There is a woman in a lab coat holding a clip board and talking to a human size mouse also in a lab coat wearing glasses with a clip board. They are standing in a lab surrounded by flasks, beakers and microscope on the laboratory counter tops.","It is unusual for a mouse to be human size, standing upright and wearing clothes in a lab."
eb95001b1fb548fb6093b9e6c3d4cf8d,NYCC train eb95001b1fb548fb6093b9e6c3d4cf8d,"We could learn Swedish, but I say we just buy the cheese.",They're not testing our intelligence. They're testing our marriage.,Joke B,official_winner,Two mice are reading something. They are trying to build a maze. The maze components are behind them.,Mice are not intelligent enough to be build mazes.
26ba951d9760643f7c13b4352ed5d965,NYCC train 26ba951d9760643f7c13b4352ed5d965,I think we should have added another criteria.,Never mind. It looks like they fixed the copier.,Joke B,official_winner,Many clones of the same guy step out into the hallway from a room. A woman stands in shock as she uses her phone.,There are not this many identical people in the world. These are clones which do not exist.
8e1edf19928fecca5c0a88b2693b4076,NYCC train 8e1edf19928fecca5c0a88b2693b4076,and then I hired an image consultant...,"If you can't eat 'em, join 'em.",Joke B,official_winner,There is a lion in a cage at a zoo who is laying down with arms crossed staring through the bars at another lion standing straight up wearing a suit with slicked back hair. The lion in the suit also has his arms crossed and is looking back at the lion in the cage and is talking.,It is unusual for a lion to be standing and wearing clothes like a human being.
875c4dae62e79b2f2e100ea1823d905e,NYCC train 875c4dae62e79b2f2e100ea1823d905e,Haven't you got some white-collar criminals to attend to?,I only held up the bank. I think you want the CEO.,Joke A,official_winner,The angel of death is descending from heaven. He is coming across a crook with a stolen bag of money.,You don't see angels even if you believe in them.
7109733add260a653c67341f0ac1a36b,NYCC train 7109733add260a653c67341f0ac1a36b,"No, sorry, the extroverts club meets on Tuesdays.",What makes you think we found your cat story boring?,Joke B,official_winner,"People in fancy clothes are sitting around a table doing various activities. There are drinks on the table but people are playing chess, reading the newspaper, and on the computer.",Usually people enjoy the company of others when at a dinner table but some people are doing strange activities like chess.
05ddc74cc28ff3f12dc6054f88e1f192,NYCC train 05ddc74cc28ff3f12dc6054f88e1f192,You have really kind eyeholes.,I never met a bagman for the mob before.,Joke A,official_winner,A woman is with a man. The man is wearing a paper bag on his head. The woman is smiling at him.,A man has a paper bag on his head.
d3017799d0e258b66f8e79aff900a9cb,NYCC train d3017799d0e258b66f8e79aff900a9cb,This song goes out to the one that got away.,My doctor said watching fish might relax me.,Joke A,official_winner,A man is playing the piano in front of several others. There is a pool inside the piano with fish swimming.,A piano wouldn't work if filled with water like that.
53ccca810549124d5c33a0bd1266652e,NYCC train 53ccca810549124d5c33a0bd1266652e,"That phrase, 'giving critical support to higher-ups', in the job description was a bit misleading.","Where exactly is Bethlehem, NY? Hmmm. Off the top of my head … 42°36'N 73°50'W in Albany County.",Joke B,crowd_winner,Two men are talking. Both have desks on their heads with tiny men working on computers.,The desks and men on their heads is pretty odd.
93d3f24194895769ce9daea7995fdea4,NYCC train 93d3f24194895769ce9daea7995fdea4,"And if you see my wife in the kitchen, will you tell her I'm here.",I was considering ordering the cheese board but that seems like a trap.,Joke B,crowd_winner,A mouse orders from a restaurant. A waitress takes its order as usual. Everyone is okay with this.,Mice are known to be reasons why people leave restaurants so the fact that people are okay with this is unusual.
fca45b4ee36d28cd1f2c33dda22e41c5,NYCC train fca45b4ee36d28cd1f2c33dda22e41c5,"Marge, I think you ordered from the wrong Amazon!",What part of 'in a while' didn't you understand?,Joke A,official_winner,There is a man in his house with his hands on his hips looking down at a long alligator who is just now entering the house through a doggy door. The alligator has a stoic look while the man looks displeased and is talking to the alligator.,It is unusual for an alligator to enter a house through a doggy door like a regular pet would.
d98681a872ac70b4a7e53b98a3a60015,NYCC train d98681a872ac70b4a7e53b98a3a60015,Can I hitch a ride back to Costco with you?,Stay calm. I think it just wants to be squeezed.,Joke B,crowd_winner,Two people are walking in the woods. A giant bear-shaped honey container is accosting them.,The bear looks like one of the honey containers you find in grocery stores.
29f4880b316de0d7a712f7bf6692f7e6,NYCC train 29f4880b316de0d7a712f7bf6692f7e6,She left me for an engine that could.,They don't even make Westerns any more!,Joke A,official_winner,"A train is drinking a beer and sitting at a bar next to a man. The train is leaning over the bar, and is sad and crying. The seated man is glancing at the train, apparently listening to it.","Not only is it unusual that the train is anthropomorphic , but it's quite odd the train is sad, and is crying while apparently drinking its troubles away at the bar."
98e589090196f0c01aeec3cbc15d082a,NYCC train 98e589090196f0c01aeec3cbc15d082a,"You can advocate for wind power all you want, Randy, but you're not going to escape your fossil fuel destiny.","OK, cool souvenir but when you got out of the time machine could you see anything that looked like us?",Joke A,crowd_winner,Two gators are talking to each other. One is wearing a propeller hat.,There are gators acting like people and one is wearing a hat.
8be58ab5ab46760a028736000df9d2d4,NYCC train 8be58ab5ab46760a028736000df9d2d4,"Fine, mom. You've made your point. I'll start looking for an apartment tomorrow.","In light of the election, I'm thinking that a gap decade might be a good idea.",Joke A,crowd_winner,A man holds a baby monitor while he is in the crib. He looks at the monitor as if expecting something.,The man being inside the crib. Usually cribs are for infants.
e2a5d4dad2b353f539d318b07b5f4568,NYCC train e2a5d4dad2b353f539d318b07b5f4568,I would prefer to go out the way we came in.,It doesn't look like an endangered species.,Joke A,crowd_winner,Two chefs are inside a giant creature. They can see the ribs lining the walls and ceiling.,There are two chefs inside a giant beast.
b05b59320b5234d40e46ce06efc0fd83,NYCC train b05b59320b5234d40e46ce06efc0fd83,You had me at olé.,Bipartisanship at last!,Joke A,official_winner,A bull tamer and a bull do the tango in the middle of the arena. They both look at each other in confusion.,"A bull and tamer usually fight in the arena, not dance."
d6d361916a618aca21de2b5ab652b4c9,NYCC train d6d361916a618aca21de2b5ab652b4c9,I would have taken the community service option.....,"Don't worry, Ken's in stocks. You'll be working in bonds.",Joke B,crowd_winner,There is a man and woman in office attire walking through the lobby of a building with other office workers in the background. The man is talking to the woman while they both watch another office worker to the far right side with his hands and head locked up in a stockade.,it is unusual for an office worker to be locked up in a stockade in a lobby setting.
6fdcd9579d4ab2deb5e17b39401264fe,NYCC train 6fdcd9579d4ab2deb5e17b39401264fe,"Location, location, location.",Is it weird that we have a pet?,Joke B,official_winner,A bird in a cage is resting on a tree branch. There are other birds in a nest looking at the bird in the cage. Their mother seems to be explaining what is happening.,birds in cages do not go up in trees. Birds are free when they are outside.
7a117987ae9516cd62bd9c86d3ba95e4,NYCC train 7a117987ae9516cd62bd9c86d3ba95e4,Guess we missed the Rapture.,I downloaded a job app for you.,Joke A,official_winner,A women and an empty suit that is propped up to look like someone is wearing it are sitting on a couch. Another man is slouching in an arm chair beside a coffee table that has pictures and a lamp sitting on top. The man and the women don't look happy. There is a scared looking dog hiding beside the chair and beer cans next to the man.,"It is not often you see an empty suit with a tie and shoes, along with a briefcase propped up to appear someone is actually in the suit."
4ebff39dd5e69695e4efd5ec4278680f,NYCC train 4ebff39dd5e69695e4efd5ec4278680f,I've had it with the Turtles getting all the credit.,"""Fine, but for our second date you are coming sewer rafting"".",Joke B,crowd_winner,A rat and a pigeon are on a roof in a city. The rate has wings strapped to him.,A rat with fake wings is pretty out of place.
1f56fae431b028ac3d72a27d5188df91,NYCC train 1f56fae431b028ac3d72a27d5188df91,Looks like you just missed Him.,We really need change our hold music.,Joke A,official_winner,"A person is sitting at the desk in an office. They are on the phone and looking out the window, observing the stairway to heaven.",The path to heaven has opened up outside this office.
23af5484f431cb647fc532e91cf23f28,NYCC train 23af5484f431cb647fc532e91cf23f28,Once I gave him a name I didn't have the heart to eat him.,And then they blame us for going after their legs...,Joke A,official_winner,Two sharks are facing each other underwater. One of the sharks has a man standing on him.,The shark is not chomping the man.
bec58b9e346a567ce101e38581bb36a1,NYCC train bec58b9e346a567ce101e38581bb36a1,"If I told you how I did it, it wouldn't be magic, would it?",I'm outta' here. Half the fun is watching 'em crash.,Joke A,official_winner,A beaver chews on a tree down to it having no middle but it still doesn't fall. Another beaver ignores what is happening.,Trees typically fall after being cut down to the middle.
0d626bd5e2b511ccfb9edb11ab848891,NYCC train 0d626bd5e2b511ccfb9edb11ab848891,I warned you not to bid on the boa that didn't have a photo.,You see what happens when you carry rats in your purse?,Joke B,official_winner,A man is standing up in the living room and speaking to a woman. The woman is on the couch and she is being completely wrapped up by large snake.,There is a woman being strangled by a snake but the man seems very calm about it.
20affc3b6bb5d7c6a5ee0fd651438987,NYCC train 20affc3b6bb5d7c6a5ee0fd651438987,"Objection, Your Honor! Alleged killer whale.",I'd like to submit a writ of habeas porpoise.,Joke A,official_winner,A lawyer is objecting to another lawyer in court. His client is a killer whale.,Animals don't stand trial.
18d956904a944b0cb9127437f4e32dcc,NYCC train 18d956904a944b0cb9127437f4e32dcc,When I referred to you as a ship in stormy waters I intended it simply as an analogy.,And when did you first come to believe that your conversations were being recorded?,Joke B,official_winner,"There is an old man with glasses sitting in a recliner in a living room. He is looking over and talking to another younger man who is standing on a couch and holding a flag in each hand. Both flags have confederate style ""X"" patterns and the man holds one out to the side and the other pointed down.",It is unusual for a man to be standing on a couch. It's also unusual for a man to act the way his is by holding flags and making poses with them.
17cf86ac15424dc4416d2a7d6fe8ea73,NYCC train 17cf86ac15424dc4416d2a7d6fe8ea73,"Senator, the press left two hours ago.",How are you going to spin this?,Joke B,official_winner,A man is sleeping in bed with a woman but he still is in a suit and tie. Along with that is a podium that is on top of the man.,Going to bed with a suit and tie and a podium on top of you would be very uncomfortable.
fb0cfe899b34958e105311cb5f047d2c,NYCC train fb0cfe899b34958e105311cb5f047d2c,"Sheep Meadow? No, we wanna see the Seinfeld diner.",She left them alone but they didn't come home.,Joke A,official_winner,A farmer has a bunch of sheep with him at a subway station. He looks to be trying to herd them onto a subway car as others exit.,"Farmers aren't usually found doing their job in big cities, and I don't believe animals are allowed on the subway."
8b4f5c64814bd07eab8f0f6cbf3baae8,NYCC train 8b4f5c64814bd07eab8f0f6cbf3baae8,"I have to say, I'm not a big fan of cloud computing.",The kid with the gameboy only got a warning.,Joke A,official_winner,A man in a suit is parachuting from the sky. As he is parachuting he seems to be on the phone and has a laptop on his lap. He also has a briefcase that has opened up and papers are flying everywhere.,The man is dressed like he belongs in an office instead of parachuting. People don't usually wear a suit and bring their briefcase.
5fcafa4c0ee2e4fd3ac43ec67b147799,NYCC train 5fcafa4c0ee2e4fd3ac43ec67b147799,Let me tell you a story 'bout a man named Joe…,It's like you're not even trying to shovel on beat.,Joke B,official_winner,A man is shoveling snow. The woman behind him is playing the guitar. The man looks annoyed.,The woman is playing the guitar in the snow. It's too cold for that.
b08520ef56067e7b6c42be54e71ad0eb,NYCC train b08520ef56067e7b6c42be54e71ad0eb,He only wanted me for my body.,Stay away from Wall Street,Joke A,official_winner,Two fish are talking to each other. One fish is almost completely bones. He is talking somehow.,The bony fish is still alive and talking. He should be dead.
f2d574c2ec07f3a26a24b808ebb2b1ec,NYCC train f2d574c2ec07f3a26a24b808ebb2b1ec,"I gotta be honest, I liked you better before the accident, Gary",Don't take it personally. We defy death pretty much every day.,Joke B,crowd_winner,A group of construction workers are sitting on a high beam pole while the grim reaper sits besides them. They are way up high to the point where buildings are below them.,The grim reaper is supposed to be a mythical being that does not exist.
eb9f8ef8f9592baf01d5188ac5815026,NYCC train eb9f8ef8f9592baf01d5188ac5815026,I'm beginning to suspect that the Russians hacked my recipe site.,Something tells me that there are two prime rib steaks sitting on my desk.,Joke B,crowd_winner,A man grills a briefcase on a barbecue. He seems confused as to why it is there as his wife looks on.,Briefcases are not edible so putting them on the grill is pointless.
c738c37e4f822bfcca6f8c6b2660160b,NYCC train c738c37e4f822bfcca6f8c6b2660160b,I always knew adopting from Russia would be challenge.,"Did you put 3,250 pounds of 'fresh mackerel' on my credit card?",Joke B,official_winner,"A woman stands near a chair in a living room with her arms folded.  On the nearby chair sits a walrus looking back at her, with an open book on his belly",It's unusual to see a walrus sitting in a chair inside a house
9279eceabe0c9adddd395e7c2ea28dca,NYCC train 9279eceabe0c9adddd395e7c2ea28dca,Are you willing to relocate?,My assistant is on a Feng Shui kick.,Joke A,crowd_winner,Chairs are lined up in an office. A person is seated in the back and the boss is at a desk at the front.,There are too many chairs in the office. It makes no sense.
3415caa74c3abd574ac0788104b9b57c,NYCC train 3415caa74c3abd574ac0788104b9b57c,"Just water for me, thanks.",I flunked out of my school,Joke A,official_winner,A man is eating dinner. The fish on the plate is talking to him. He stares at it.,The fish is talking to the man. Fish cannot talk or live out of water.
0543be86ccbe916608b4b882b5c06caa,NYCC train 0543be86ccbe916608b4b882b5c06caa,Trust me. They like experienced.,I'll never go back to that barber shop.,Joke A,official_winner,There are a couple of headless praying mantis walking on the sidewalk.They are walking by a store. They are larger than a human.,Praying mantis does not become that large.
03e4532eccd4956c5161ecc26c5a3650,NYCC train 03e4532eccd4956c5161ecc26c5a3650,Margaritaville or bust.,Spare some plane fare?,Joke A,official_winner,"A hammock is set up between two pillars. A man is relaxing on it, while a man in a suit waits nearby.",Hammocks are not present in subways.
4ed8c84a6e093770d8bcfd28fa1e4ea7,NYCC train 4ed8c84a6e093770d8bcfd28fa1e4ea7,"Well, I thought it was funny.",Pandemic? What Pandemic?,Joke A,official_winner,An office meeting is going on with one smiling man and six bird-like people who are all looking in the other direction. All of the birds are faceless.,It is strange for there to be bird-like humanoid creatures participating in a meeting. They all look the same and are all looking in the same direction which may mean they are all a hive mind.
5fafda3f874965f580b8e77c9f3c7f9e,NYCC train 5fafda3f874965f580b8e77c9f3c7f9e,He knows nothing about pants.,I wish we didn't hire seasonal workers.,Joke A,official_winner,A snowman is shopping at a clothing store. There are two co-workers at the store who do not seem to notice the snowman.,Snowmen are inanimate objects that do not go shopping.
7eb826f396d632675891c69de80a7125,NYCC train 7eb826f396d632675891c69de80a7125,"No, but your chair reminds me of her nose.",How do I explain lipstick on my entire suit?,Joke B,official_winner,A psychiatrist is talking to a patient. He is laying on a red couch in the office.,The couch is the only thing in color.
2188b8a58528a9d6aad61fa25b4e7364,NYCC train 2188b8a58528a9d6aad61fa25b4e7364,They changed their minds and are going to share a Cab.,I have a request to see how the sausage is made.,Joke B,official_winner,"A number of chefs in a restaurant kitchen are working mechanically on a car. A waiter from the dining room peaks his head in, asking a question.","One would expect the chefs in a restaurant to be cooking, rather than doing mechanics on a car. The waiter is probably frustrated because he doesn't have food to bring to his tables."
2939c36f57d7a487fc134444892c954a,NYCC train 2939c36f57d7a487fc134444892c954a,It was then Phylis realized that they were becoming two very different people.,"During next week's session, we'll have you paint yourself into a corner.",Joke B,official_winner,A therapist sits in a chair in their office. They are holding a pen and notepad and are looking at a woman who is in the middle of digging a hole in the floor.,A therapist office is usually in an office building with a concrete or wood floor so it's unusual to see a person digging a hole in the middle of the office and a therapist taking notes like it's normal.
97878756ef35c209c1f3fc4261be7abb,NYCC train 97878756ef35c209c1f3fc4261be7abb,The Benefactors are in the other room,"Fine, but no flash photography.",Joke B,official_winner,"A chef is barbecuing in the middle of a museum. A boy is waiting on his burger, and a curator is yelling.",You can't have grills in a museum.
dd5348aeaa861e69a9a00516f0672044,NYCC train dd5348aeaa861e69a9a00516f0672044,"You could go with business casual, but it takes confidence.",It's off the rack. The guy on the rack doesn't need it anymore.,Joke B,crowd_winner,A knight is staring at himself in the mirror. A man in a suit talks to him.,There is a knight in modern times looking in a mirror.
11ab513a8f0ac943fc7f941533f2a721,NYCC train 11ab513a8f0ac943fc7f941533f2a721,This was easier to carry when it was flat.,Guess I made the wrong career decision.,Joke A,crowd_winner,A man is carrying the Earth. A woman in a robe watches him. She is drinking coffee.,There is a man carrying the world on his shoulders in a modern house.
9b42f76857c5568880960f361e1ffed1,NYCC train 9b42f76857c5568880960f361e1ffed1,I don't know protocol...should I wait for everone to be awake?,"O.K., counsellor, we heard your argument. Now tell us a story.",Joke B,official_winner,There are a bunch of politicians in bed with each other looking at a man at a podium. The men in bed are all naked.,There are a bunch of politicians naked in bed together.
254ee52474a493e637ab8cf3da7040df,NYCC train 254ee52474a493e637ab8cf3da7040df,Fake city backdrops are old news.,Can I offer anyone a little more oxygen?,Joke B,official_winner,People sitting on living room sofas enjoy the view of outer space. There are planets and stars that cover the night sky.,Outer space is not visible from Earth so this would be impossible.
8fa5116a374442e66f157f64775dfdee,NYCC train 8fa5116a374442e66f157f64775dfdee,Don't cry - it's The Second Law of Thermodynamics,"I've led a good life, but now it's time to meet my raker.",Joke B,crowd_winner,Two leaves are on a tree branch with expressive faces featured among many faceless leaves that are strewn about the ground. There is a car parked in front of a house in the background.,The  leaves are anthropomorphic with one leaf having a look of worry or shock on its face while the other one has a concerned look.
aede7e4654c4f8ab1a98f79cb888cae0,NYCC train aede7e4654c4f8ab1a98f79cb888cae0,"Pardon me, can you draw clothes?",Call security! I've been enveloped!,Joke A,official_winner,A woman is standing inside a house. A man is peeking in from outside the window.,Nothing really seems out of place.
